Make,Date,Series,Title,Person,Rating (Sell),Weather,Shape,Cost
Amazon,22/07/2022,Lite,Lite six person,6,3,Cloudy,Round,249.95
Amazon,22/07/2022,Lite,Lite six person,6,3,Cloudy,Square,249.95
Amazon,22/07/2022,Lite,Lite Four Person,4,3,Cloudy,Round,198.95
Amazon,22/07/2022,Lite,Lite Four Person,4,3,Cloudy,Square,198.95
Amazon,22/07/2022,Lite,Lite six person,6,3,Cloudy,Round,249.95
Amazon,22/07/2022,Lite,Lite six person,6,3,Cloudy,Square,249.95
Amazon,22/07/2022,Lite,Lite Four Person,4,3,Cloudy,Round,198.95
Amazon,22/07/2022,Lite,Lite Four Person,4,3,Cloudy,Square,198.95
Amazon,22/07/2022,Premium,Soho Six Person,6,3,Cloudy,Square,399.95
Amazon,22/07/2022,Premium,Camaro Four Person,4,3,Cloudy,Round,399.99
Amazon,22/07/2022,Premium,Camaro Six Person,6,3,Cloudy,Round,499.95
Amazon,22/07/2022,Premium,Exotic Six Person,6,4,Cloudy,Round,439.99
Amazon,22/07/2022,Premium,Exotic Four Person,4,4,Cloudy,Round,399.99
Amazon,22/07/2022,Delight,Silver Cloud Four person,4,4,Cloudy,Round,249.99
Amazon,22/07/2022,Delight,Silver Cloud Six Person,6,4,Cloudy,Round,279.99
Alice,22/07/2022,Lite,Lite six person,6,3,Cloudy,Round,289
Alice,22/07/2022,Lite,Lite six person,6,3,Cloudy,Square,289
Alice,22/07/2022,Lite,Lite six person,6,3,Cloudy,Round,289
Alice,22/07/2022,Muse,Carlton Six person,6,4,Cloudy,Square,869
Alice,22/07/2022,Lite,Lite Four Person,4,3,Cloudy,Round,249
Alice,22/07/2022,Urban,Nest Two Person,2,5,Cloudy,Square Round,399
Cambs,22/07/2022,Comfort,Bergen Six Person,6,3,Cloudy,Round,349.99
Cambs,22/07/2022,Comfort,Bergen Four Person,4,3,Cloudy,Round,299
Cambs,22/07/2022,Comfort,Tekapo Six person,6,2,Cloudy,Square,579.95
Cambs,22/07/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,549
Cambs,22/07/2022,Comfort,Starry Six Person,6,3,Cloudy,Round,449.99
Cambs,22/07/2022,Frame,Mono Six Person,6,5,Cloudy,Round,999
Cambs,22/07/2022,Urban,Aurora Six Person,6,5,Cloudy,Round,450
Cambs,22/07/2022,Urban,Rimba Six person,6,5,Cloudy,Round,649.99
Cambs,22/07/2022,Urban,Vito Six Person,6,5,Cloudy,Square Round,694.99
Cambs,22/07/2022,Muse,Otium Six Person,6,5,Cloudy,Square,949.99
Cambs,22/07/2022,Muse,Carlton Six person,6,5,Cloudy,Square,1049.99
Cambs,22/07/2022,Premium,Soho Six Person,6,4,Cloudy,Square,749.99
Cambs,22/07/2022,Premium,Camaro Four Person,4,4,Cloudy,Round,644.99
GSD,22/07/2022,Comfort,Bergen Four Person,4,3,Cloudy,Round,349.95
GSD,22/07/2022,Comfort,Bergen Six Person,6,3,Cloudy,Round,379
GSD,22/07/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,389
GSD,22/07/2022,Frame,Mono Six Person,6,5,Cloudy,Round,799
GSD,22/07/2022,Comfort,Ottomon Six person,6,5,Cloudy,Round,389
GSD,22/07/2022,Premium,Soho Six Person,6,4,Cloudy,Round,449
GSD,22/07/2022,Comfort,Tekapo Four person,4,2,Cloudy,Square,349
GSD,22/07/2022,Comfort,Tekapo Six person,6,2,Cloudy,Square,419
Mspa,22/07/2022,Comfort,Bergen Six Person,6,3,Cloudy,Round,629.99
Mspa,22/07/2022,Comfort,Bergen Four Person,4,3,Cloudy,Round,599.99
Mspa,22/07/2022,Comfort,Tekapo Six person,6,2,Cloudy,Square,649.99
Mspa,22/07/2022,Comfort,Tekapo Four person,4,2,Cloudy,Square,599.99
Mspa,22/07/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,649.99
Mspa,22/07/2022,Comfort,Ottomon Four Person,4,4,Cloudy,Round,699.99
Mspa,22/07/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1499.99
Mspa,22/07/2022,Frame,Mono Six Person,6,5,Cloudy,Round,1199.99
Mspa,22/07/2022,Urban,Aurora Six Person,6,5,Cloudy,Round,949.99
Mspa,22/07/2022,Urban,Rimba Six person,6,5,Cloudy,Round,949.99
Mspa,22/07/2022,Urban,Nest Two Person,2,5,Cloudy,Square Round,749.99
Mspa,22/07/2022,Muse,Otium Six Person,6,5,Cloudy,Square,919.99
Mspa,22/07/2022,Muse,Carlton Six person,6,5,Cloudy,Square,1249.99
Mspa,22/07/2022,Lite,Lite six person,6,3,Cloudy,Round,1249.99
Mspa,22/07/2022,Lite,Lite six person,6,3,Cloudy,Square,549.99
Mspa,22/07/2022,Lite,Lite Four Person,4,3,Cloudy,Round,549.99
Mspa,22/07/2022,Lite,Lite Four Person,4,3,Cloudy,Square,499.99
Mspa,22/07/2022,Premium,Soho Six Person,6,3,Cloudy,Square,499.99
Mspa,22/07/2022,Premium,Camaro Six Person,6,3,Cloudy,Round,899.99
Mspa,22/07/2022,Premium,Camaro Four Person,4,3,Cloudy,Round,849.99
Mspa,22/07/2022,Premium,Exotic Four Person,4,4,Cloudy,Round,929.99
Mspa,22/07/2022,Premium,Exotic Six Person,6,4,Cloudy,Round,899.99
Mspa,22/07/2022,Delight,Silver Cloud Four person,4,4,Cloudy,Round,969.99
Mspa,22/07/2022,Delight,Silver Cloud Six Person,6,4,Cloudy,Round,569.99
Mspa,22/07/2022,Urban,Rimba Six person,6,5,Cloudy,Round,619.99
Frono,22/07/2022,Urban,Rimba Six person,6,5,Cloudy,Round,399.99
Frono,22/07/2022,Delight,Silver Cloud Six Person,6,4,Cloudy,Round,499.99
Frono,22/07/2022,Delight,Silver Cloud Four person,4,4,Cloudy,Round,329.99
Frono,22/07/2022,Urban,Rimba Six person,5,5,Cloudy,Round,399.99
Frono,22/07/2022,Comfort,Bergen Four Person,4,3,Cloudy,Round,269.99
Frono,22/07/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1349.99
Frono,22/07/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1349.99
Frono,22/07/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,339.99
Frono,22/07/2022,Urban,Vito Six Person,6,5,Cloudy,Square Round,499.99
Frono,22/07/2022,Comfort,Bergen Six Person,6,3,Cloudy,Round,379.95
Frono,22/07/2022,Muse,Otium Six Person,6,4,Cloudy,Square,996.99
Amazon,31/07/2022,Comfort,Bergen Six Person,6,3,Cloudy,Round,237
Amazon,31/07/2022,Comfort,Bergen Four Person,4,3,Cloudy,Round,219
Amazon,31/07/2022,Comfort,Tekapo Six person,6,1,Cloudy,Square,399.95
Amazon,31/07/2022,Comfort,Tekapo Four person,4,1,Cloudy,Square,399.95
Amazon,31/07/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,319.95
Amazon,31/07/2022,Comfort,Ottomon Four Person,4,4,Cloudy,Round,439.95
Amazon,31/07/2022,Frame,Mono Six Person,6,5,Cloudy,Round,549.95
Amazon,31/07/2022,Urban,Aurora Six Person,6,5,Cloudy,Round,499.96
Amazon,31/07/2022,Urban,Rimba Six person,6,5,Cloudy,Round,600.01
Amazon,31/07/2022,Urban,Nest Two Person,2,5,Cloudy,Square Round,481.75
Amazon,31/07/2022,Urban,Vito Six Person,6,5,Cloudy,Square round,499.99
Amazon,31/07/2022,Muse,Otium Six Person,4,5,Cloudy,Square,699.95
Amazon,31/07/2022,Muse,Carlton Six person,6,5,Cloudy,Square,625.99
Amazon,31/07/2022,Lite,Lite six person,6,3,Cloudy,Round,249.95
Amazon,31/07/2022,Lite,Lite six person,6,3,Cloudy,Square,249.95
Amazon,31/07/2022,Lite,Lite Four Person,4,3,Cloudy,Round,198.95
Amazon,31/07/2022,Lite,Lite Four Person,4,3,Cloudy,Square,198.99
Amazon,31/07/2022,Lite,Lite six person,6,3,Cloudy,Round,249.95
Amazon,31/07/2022,Lite,Lite six person,6,3,Cloudy,Square,249.95
Amazon,31/07/2022,Lite,Lite Four Person,4,3,Cloudy,Round,198.95
Amazon,31/07/2022,Lite,Lite Four Person,4,3,Cloudy,Square,198.95
Amazon,31/07/2022,Premium,Soho Six Person,6,3,Cloudy,Square,399.99
Amazon,31/07/2022,Premium,Camaro Four Person,4,3,Cloudy,Round,399.99
Amazon,31/07/2022,Premium,Camaro Six Person,6,3,Cloudy,Round,499.95
Amazon,31/07/2022,Premium,Exotic Six Person,6,4,Cloudy,Round,439.99
Amazon,31/07/2022,Premium,Exotic Four Person,4,4,Cloudy,Round,399.99
Amazon,31/07/2022,Delight,Silver Cloud Four person,4,4,Cloudy,Round,249.99
Amazon,31/07/2022,Delight,Silver Cloud Six Person,6,4,Cloudy,Round,279.99
Alice,31/07/2022,Lite,Lite six person,6,3,Cloudy,Round,289
Alice,31/07/2022,Lite,Lite six person,6,3,Cloudy,Square,289
Alice,31/07/2022,Lite,Lite six person,6,3,Cloudy,Round,289
Alice,31/07/2022,Muse,Carlton Six person,6,4,Cloudy,Square,869
Alice,31/07/2022,Lite,Lite Four Person,4,3,Cloudy,Round,249
Alice,31/07/2022,Urban,Nest Two Person,2,5,Cloudy,Square Round,399
Cambs,31/07/2022,Comfort,Bergen Six Person,6,3,Cloudy,Round,349.99
Cambs,31/07/2022,Comfort,Bergen Four Person,4,3,Cloudy,Round,299
Cambs,31/07/2022,Comfort,Tekapo Six person,6,2,Cloudy,Square,579.95
Cambs,31/07/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,549
Cambs,31/07/2022,Comfort,Starry Six Person,6,3,Cloudy,Round,449.99
Cambs,31/07/2022,Frame,Mono Six Person,6,5,Cloudy,Round,999
Cambs,31/07/2022,Urban,Aurora Six Person,6,5,Cloudy,Round,450
Cambs,31/07/2022,Urban,Rimba Six person,6,5,Cloudy,Round,649.99
Cambs,31/07/2022,Urban,Vito Six Person,6,5,Cloudy,Square Round,694.99
Cambs,31/07/2022,Muse,Otium Six Person,6,5,Cloudy,Square,949.99
Cambs,31/07/2022,Muse,Carlton Six person,6,5,Cloudy,Square,1049.99
Cambs,31/07/2022,Premium,Soho Six Person,6,4,Cloudy,Square,749.99
Cambs,31/07/2022,Premium,Camaro Four Person,4,4,Cloudy,Round,644.99
GSD,31/07/2022,Comfort,Bergen Four Person,4,3,Cloudy,Round,349.95
GSD,31/07/2022,Comfort,Bergen Six Person,6,3,Cloudy,Round,379.95
GSD,31/07/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,389.95
GSD,31/07/2022,Frame,Mono Six Person,6,5,Cloudy,Round,799.95
GSD,31/07/2022,Comfort,Ottomon Six person,6,5,Cloudy,Round,389.95
GSD,31/07/2022,Premium,Soho Six Person,6,4,Cloudy,Round,449.95
GSD,31/07/2022,Comfort,Tekapo Four person,4,2,Cloudy,Square,349.95
GSD,31/07/2022,Comfort,Tekapo Six person,6,2,Cloudy,Square,419.95
Mspa,31/07/2022,Comfort,Bergen Six Person,6,3,Cloudy,Round,629.99
Mspa,31/07/2022,Comfort,Bergen Four Person,4,3,Cloudy,Round,599.99
Mspa,31/07/2022,Comfort,Tekapo Six person,6,2,Cloudy,Square,649.99
Mspa,31/07/2022,Comfort,Tekapo Four person,4,2,Cloudy,Square,599.99
Mspa,31/07/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,649.99
Mspa,31/07/2022,Comfort,Ottomon Four Person,4,4,Cloudy,Round,699.99
Mspa,31/07/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1499.99
Mspa,31/07/2022,Frame,Mono Six Person,6,5,Cloudy,Round,1199.99
Mspa,31/07/2022,Urban,Aurora Six Person,6,5,Cloudy,Round,949.99
Mspa,31/07/2022,Urban,Rimba Six person,6,5,Cloudy,Round,949.99
Mspa,31/07/2022,Urban,Nest Two Person,2,5,Cloudy,Square Round,749.99
Mspa,31/07/2022,Muse,Otium Six Person,6,5,Cloudy,Square,919.99
Mspa,31/07/2022,Muse,Carlton Six person,6,5,Cloudy,Square,1249.99
Mspa,31/07/2022,Lite,Lite six person,6,3,Cloudy,Round,1249.99
Mspa,31/07/2022,Lite,Lite six person,6,3,Cloudy,Square,549.99
Mspa,31/07/2022,Lite,Lite Four Person,4,3,Cloudy,Round,549.99
Mspa,31/07/2022,Lite,Lite Four Person,4,3,Cloudy,Square,499.99
Mspa,31/07/2022,Premium,Soho Six Person,6,3,Cloudy,Square,499.99
Mspa,31/07/2022,Premium,Camaro Six Person,6,3,Cloudy,Round,899.99
Mspa,31/07/2022,Premium,Camaro Four Person,4,3,Cloudy,Round,849.99
Mspa,31/07/2022,Premium,Exotic Four Person,4,4,Cloudy,Round,929.99
Mspa,31/07/2022,Premium,Exotic Six Person,6,4,Cloudy,Round,899.99
Mspa,31/07/2022,Delight,Silver Cloud Four person,4,4,Cloudy,Round,969.99
Mspa,31/07/2022,Delight,Silver Cloud Six Person,6,4,Cloudy,Round,569.99
Mspa,31/07/2022,Urban,Rimba Six person,6,5,Cloudy,Round,619.99
Frono,31/07/2022,Urban,Rimba Six person,6,5,Cloudy,Round,399.99
Frono,31/07/2022,Delight,Silver Cloud Six Person,6,4,Cloudy,Round,499.99
Frono,31/07/2022,Delight,Silver Cloud Four person,4,4,Cloudy,Round,329.99
Frono,31/07/2022,Urban,Rimba Six person,5,5,Cloudy,Round,399.99
Frono,31/07/2022,Comfort,Bergen Four Person,4,3,Cloudy,Round,269.99
Frono,31/07/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1349.99
Frono,31/07/2022,Frame,Tuscany Six Person,6,5,Cloudy,Round,1349.99
Frono,31/07/2022,Comfort,Ottomon Six person,6,4,Cloudy,Round,339.99
Frono,31/07/2022,Urban,Vito Six Person,6,5,Cloudy,Square Round,499.99
Frono,31/07/2022,Comfort,Bergen Six Person,6,3,Cloudy,Round,379.95
Frono,31/07/2022,Muse,Otium Six Person,6,4,Cloudy,Square,996.99
Amazon,03/08/2022,Comfort,Bergen Six Person,6,3,Sunny,Round,237
Amazon,03/08/2022,Comfort,Bergen Four Person,4,3,Sunny,Round,219
Amazon,03/08/2022,Comfort,Tekapo Six person,6,1,Sunny,Square,399.95
Amazon,03/08/2022,Comfort,Tekapo Four person,4,1,Sunny,Square,399.95
Amazon,03/08/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,319.95
Amazon,03/08/2022,Comfort,Ottomon Four Person,4,4,Sunny,Round,439.95
Amazon,03/08/2022,Frame,Mono Six Person,6,5,Sunny,Round,549.95
Amazon,03/08/2022,Urban,Aurora Six Person,6,5,Sunny,Round,499.96
Amazon,03/08/2022,Urban,Rimba Six person,6,5,Sunny,Round,600.01
Amazon,03/08/2022,Urban,Nest Two Person,2,5,Sunny,Square Round,481.75
Amazon,03/08/2022,Urban,Vito Six Person,6,5,Sunny,Square round,499.99
Amazon,03/08/2022,Muse,Otium Six Person,4,5,Sunny,Square,699.95
Amazon,03/08/2022,Muse,Carlton Six person,6,5,Sunny,Square,625.99
Amazon,03/08/2022,Lite,Lite six person,6,3,Sunny,Round,249.95
Amazon,03/08/2022,Lite,Lite six person,6,3,Sunny,Square,249.95
Amazon,03/08/2022,Lite,Lite Four Person,4,3,Sunny,Round,198.95
Amazon,03/08/2022,Lite,Lite Four Person,4,3,Sunny,Square,198.99
Amazon,03/08/2022,Lite,Lite six person,6,3,Sunny,Round,249.95
Amazon,03/08/2022,Lite,Lite six person,6,3,Sunny,Square,249.95
Amazon,03/08/2022,Lite,Lite Four Person,4,3,Sunny,Round,198.95
Amazon,03/08/2022,Lite,Lite Four Person,4,3,Sunny,Square,198.95
Amazon,03/08/2022,Premium,Soho Six Person,6,3,Sunny,Square,399.99
Amazon,03/08/2022,Premium,Camaro Four Person,4,3,Sunny,Round,399.99
Amazon,03/08/2022,Premium,Camaro Six Person,6,3,Sunny,Round,499.95
Amazon,03/08/2022,Premium,Exotic Six Person,6,4,Sunny,Round,439.99
Amazon,03/08/2022,Premium,Exotic Four Person,4,4,Sunny,Round,399.99
Amazon,03/08/2022,Delight,Silver Cloud Four person,4,4,Sunny,Round,249.99
Amazon,03/08/2022,Delight,Silver Cloud Six Person,6,4,Sunny,Round,279.99
Alice,03/08/2022,Lite,Lite six person,6,3,Sunny,Round,289
Alice,03/08/2022,Lite,Lite six person,6,3,Sunny,Square,289
Alice,03/08/2022,Lite,Lite six person,6,3,Sunny,Round,289
Alice,03/08/2022,Muse,Carlton Six person,6,4,Sunny,Square,869
Alice,03/08/2022,Lite,Lite Four Person,4,3,Sunny,Round,249
Alice,03/08/2022,Urban,Nest Two Person,2,5,Sunny,Square Round,399
Cambs,03/08/2022,Comfort,Bergen Six Person,6,3,Sunny,Round,349.99
Cambs,03/08/2022,Comfort,Bergen Four Person,4,3,Sunny,Round,299
Cambs,03/08/2022,Comfort,Tekapo Six person,6,2,Sunny,Square,579.95
Cambs,03/08/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,549
Cambs,03/08/2022,Comfort,Starry Six Person,6,3,Sunny,Round,449.99
Cambs,03/08/2022,Frame,Mono Six Person,6,5,Sunny,Round,999
Cambs,03/08/2022,Urban,Aurora Six Person,6,5,Sunny,Round,450
Cambs,03/08/2022,Urban,Rimba Six person,6,5,Sunny,Round,649.99
Cambs,03/08/2022,Urban,Vito Six Person,6,5,Sunny,Square Round,694.99
Cambs,03/08/2022,Muse,Otium Six Person,6,5,Sunny,Square,949.99
Cambs,03/08/2022,Muse,Carlton Six person,6,5,Sunny,Square,1049.99
Cambs,03/08/2022,Premium,Soho Six Person,6,4,Sunny,Square,749.99
Cambs,03/08/2022,Premium,Camaro Four Person,4,4,Sunny,Round,644.99
GSD,03/08/2022,Comfort,Bergen Four Person,4,3,Sunny,Round,349.95
GSD,03/08/2022,Comfort,Bergen Six Person,6,3,Sunny,Round,379.95
GSD,03/08/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,389.95
GSD,03/08/2022,Frame,Mono Six Person,6,5,Sunny,Round,799.95
GSD,03/08/2022,Comfort,Ottomon Six person,6,5,Sunny,Round,389.95
GSD,03/08/2022,Premium,Soho Six Person,6,4,Sunny,Round,449.95
GSD,03/08/2022,Comfort,Tekapo Four person,4,2,Sunny,Square,349.95
GSD,03/08/2022,Comfort,Tekapo Six person,6,2,Sunny,Square,419.95
Mspa,03/08/2022,Comfort,Bergen Six Person,6,3,Sunny,Round,629.99
Mspa,03/08/2022,Comfort,Bergen Four Person,4,3,Sunny,Round,599.99
Mspa,03/08/2022,Comfort,Tekapo Six person,6,2,Sunny,Square,649.99
Mspa,03/08/2022,Comfort,Tekapo Four person,4,2,Sunny,Square,599.99
Mspa,03/08/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,649.99
Mspa,03/08/2022,Comfort,Ottomon Four Person,4,4,Sunny,Round,699.99
Mspa,03/08/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1499.99
Mspa,03/08/2022,Frame,Mono Six Person,6,5,Sunny,Round,1199.99
Mspa,03/08/2022,Urban,Aurora Six Person,6,5,Sunny,Round,949.99
Mspa,03/08/2022,Urban,Rimba Six person,6,5,Sunny,Round,949.99
Mspa,03/08/2022,Urban,Nest Two Person,2,5,Sunny,Square Round,749.99
Mspa,03/08/2022,Muse,Otium Six Person,6,5,Sunny,Square,919.99
Mspa,03/08/2022,Muse,Carlton Six person,6,5,Sunny,Square,1249.99
Mspa,03/08/2022,Lite,Lite six person,6,3,Sunny,Round,1249.99
Mspa,03/08/2022,Lite,Lite six person,6,3,Sunny,Square,549.99
Mspa,03/08/2022,Lite,Lite Four Person,4,3,Sunny,Round,549.99
Mspa,03/08/2022,Lite,Lite Four Person,4,3,Sunny,Square,499.99
Mspa,03/08/2022,Premium,Soho Six Person,6,3,Sunny,Square,499.99
Mspa,03/08/2022,Premium,Camaro Six Person,6,3,Sunny,Round,899.99
Mspa,03/08/2022,Premium,Camaro Four Person,4,3,Sunny,Round,849.99
Mspa,03/08/2022,Premium,Exotic Four Person,4,4,Sunny,Round,929.99
Mspa,03/08/2022,Premium,Exotic Six Person,6,4,Sunny,Round,899.99
Mspa,03/08/2022,Delight,Silver Cloud Four person,4,4,Sunny,Round,969.99
Mspa,03/08/2022,Delight,Silver Cloud Six Person,6,4,Sunny,Round,569.99
Mspa,03/08/2022,Urban,Rimba Six person,6,5,Sunny,Round,619.99
Frono,03/08/2022,Urban,Rimba Six person,6,5,Sunny,Round,399.99
Frono,03/08/2022,Delight,Silver Cloud Six Person,6,4,Sunny,Round,499.99
Frono,03/08/2022,Delight,Silver Cloud Four person,4,4,Sunny,Round,329.99
Frono,03/08/2022,Urban,Rimba Six person,5,5,Sunny,Round,399.99
Frono,03/08/2022,Comfort,Bergen Four Person,4,3,Sunny,Round,269.99
Frono,03/08/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1349.99
Frono,03/08/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1349.99
Frono,03/08/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,339.99
Frono,03/08/2022,Urban,Vito Six Person,6,5,Sunny,Square Round,499.99
Frono,03/08/2022,Comfort,Bergen Six Person,6,3,Sunny,Round,379.95
Frono,03/08/2022,Muse,Otium Six Person,6,4,Sunny,Square,996.99
Amazon,04/08/2022,Comfort,Bergen Six Person,6,3,Sunny,Round,237
Amazon,04/08/2022,Comfort,Bergen Four Person,4,3,Sunny,Round,219
Amazon,04/08/2022,Comfort,Tekapo Six person,6,1,Sunny,Square,399.95
Amazon,04/08/2022,Comfort,Tekapo Four person,4,1,Sunny,Square,399.95
Amazon,04/08/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,319.95
Amazon,04/08/2022,Comfort,Ottomon Four Person,4,4,Sunny,Round,439.95
Amazon,04/08/2022,Frame,Mono Six Person,6,5,Sunny,Round,549.95
Amazon,04/08/2022,Urban,Aurora Six Person,6,5,Sunny,Round,499.96
Amazon,04/08/2022,Urban,Rimba Six person,6,5,Sunny,Round,600.01
Amazon,04/08/2022,Urban,Nest Two Person,2,5,Sunny,Square Round,481.75
Amazon,04/08/2022,Urban,Vito Six Person,6,5,Sunny,Square round,499.99
Amazon,04/08/2022,Muse,Otium Six Person,4,5,Sunny,Square,699.95
Amazon,04/08/2022,Muse,Carlton Six person,6,5,Sunny,Square,625.99
Amazon,04/08/2022,Lite,Lite six person,6,3,Sunny,Round,249.95
Amazon,04/08/2022,Lite,Lite six person,6,3,Sunny,Square,249.95
Amazon,04/08/2022,Lite,Lite Four Person,4,3,Sunny,Round,198.95
Amazon,04/08/2022,Lite,Lite Four Person,4,3,Sunny,Square,198.99
Amazon,04/08/2022,Lite,Lite six person,6,3,Sunny,Round,249.95
Amazon,04/08/2022,Lite,Lite six person,6,3,Sunny,Square,249.95
Amazon,04/08/2022,Lite,Lite Four Person,4,3,Sunny,Round,198.95
Amazon,04/08/2022,Lite,Lite Four Person,4,3,Sunny,Square,198.95
Amazon,04/08/2022,Premium,Soho Six Person,6,3,Sunny,Square,399.99
Amazon,04/08/2022,Premium,Camaro Four Person,4,3,Sunny,Round,399.99
Amazon,04/08/2022,Premium,Camaro Six Person,6,3,Sunny,Round,499.95
Amazon,04/08/2022,Premium,Exotic Six Person,6,4,Sunny,Round,439.99
Amazon,04/08/2022,Premium,Exotic Four Person,4,4,Sunny,Round,399.99
Amazon,04/08/2022,Delight,Silver Cloud Four person,4,4,Sunny,Round,249.99
Amazon,04/08/2022,Delight,Silver Cloud Six Person,6,4,Sunny,Round,279.99
Alice,04/08/2022,Lite,Lite six person,6,3,Sunny,Round,289
Alice,04/08/2022,Lite,Lite six person,6,3,Sunny,Square,289
Alice,04/08/2022,Lite,Lite six person,6,3,Sunny,Round,289
Alice,04/08/2022,Muse,Carlton Six person,6,4,Sunny,Square,869
Alice,04/08/2022,Lite,Lite Four Person,4,3,Sunny,Round,249
Alice,04/08/2022,Urban,Nest Two Person,2,5,Sunny,Square Round,399
Cambs,04/08/2022,Comfort,Bergen Six Person,6,3,Sunny,Round,349.99
Cambs,04/08/2022,Comfort,Bergen Four Person,4,3,Sunny,Round,299
Cambs,04/08/2022,Comfort,Tekapo Six person,6,2,Sunny,Square,579.95
Cambs,04/08/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,549
Cambs,04/08/2022,Comfort,Starry Six Person,6,3,Sunny,Round,449.99
Cambs,04/08/2022,Frame,Mono Six Person,6,5,Sunny,Round,999
Cambs,04/08/2022,Urban,Aurora Six Person,6,5,Sunny,Round,450
Cambs,04/08/2022,Urban,Rimba Six person,6,5,Sunny,Round,649.99
Cambs,04/08/2022,Urban,Vito Six Person,6,5,Sunny,Square Round,694.99
Cambs,04/08/2022,Muse,Otium Six Person,6,5,Sunny,Square,949.99
Cambs,04/08/2022,Muse,Carlton Six person,6,5,Sunny,Square,1049.99
Cambs,04/08/2022,Premium,Soho Six Person,6,4,Sunny,Square,749.99
Cambs,04/08/2022,Premium,Camaro Four Person,4,4,Sunny,Round,644.99
GSD,04/08/2022,Comfort,Bergen Four Person,4,3,Sunny,Round,349.95
GSD,04/08/2022,Comfort,Bergen Six Person,6,3,Sunny,Round,379.95
GSD,04/08/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,389.95
GSD,04/08/2022,Frame,Mono Six Person,6,5,Sunny,Round,799.95
GSD,04/08/2022,Comfort,Ottomon Six person,6,5,Sunny,Round,389.95
GSD,04/08/2022,Premium,Soho Six Person,6,4,Sunny,Round,449.95
GSD,04/08/2022,Comfort,Tekapo Four person,4,2,Sunny,Square,349.95
GSD,04/08/2022,Comfort,Tekapo Six person,6,2,Sunny,Square,419.95
Mspa,04/08/2022,Comfort,Bergen Six Person,6,3,Sunny,Round,629.99
Mspa,04/08/2022,Comfort,Bergen Four Person,4,3,Sunny,Round,599.99
Mspa,04/08/2022,Comfort,Tekapo Six person,6,2,Sunny,Square,649.99
Mspa,04/08/2022,Comfort,Tekapo Four person,4,2,Sunny,Square,599.99
Mspa,04/08/2022,Comfort,Ottomon Six person,6,4,Sunny,Round,649.99
Mspa,04/08/2022,Comfort,Ottomon Four Person,4,4,Sunny,Round,699.99
Mspa,04/08/2022,Frame,Tuscany Six Person,6,5,Sunny,Round,1499.99
Mspa,04/08/2022,Frame,Mono Six Person,6,5,Sunny,Round,1199.99
Mspa,04/08/2022,Urban,Aurora Six Person,6,5,Sunny,Round,949.99
Mspa,04/08/2022,Urban,Rimba Six person,6,5,Sunny,Round,949.99
Mspa,04/08/2022,Urban,Nest Two Person,2,5,Sunny,Square Round,749.99
Mspa,04/08/2022,Muse,Otium Six Person,6,5,Sunny,Square,919.99
Mspa,04/08/2022,Muse,Carlton Six person,6,5,Sunny,Square,1249.99
Mspa,04/08/2022,Lite,Lite six person,6,3,Sunny,Round,1249.99
Mspa,04/08/2022,Lite,Lite six person,6,3,Sunny,Square,549.99
Mspa,04/08/2022,Lite,Lite Four Person,4,3,Sunny,Round,549.99
Mspa,04/08/2022,Lite,Lite Four Person,4,3,Sunny,Square,499.99
Mspa,04/08/2022,Premium,Soho Six Person,6,3,Sunny,Square,499.99
Mspa,04/08/2022,Premium,Camaro Six Person,6,3,Sunny,Round,899.99
Mspa,04/08/2022,Premium,Camaro Four Person,4,3,Sunny,Round,849.99
Mspa,04/08/2022,Premium,Exotic Four Person,4,4,Sunny,Round,929.99
Mspa,04/08/2022,Premium,Exotic Six Person,6,4,Sunny,Round,899.99
Mspa,04/08/2022,Delight,Silver Cloud Four person,4,4,Sunny,Round,969.99
Mspa,04/08/2022,Delight,Silver Cloud Six Person,6,4,Sunny,Round,569.99
Mspa,04/08/2022,Urban,Rimba Six person,6,5,Sunny,Round,619.99
Frono,04/08/2022,Urban,Rimba Six person,6,5,Sunny,Round,399.99
